instance sat family size vbdpd vbbjdpd
si2-m4Dr4-m1296.03 1 6 1296 315 319
si2-m4Dr4-m1296.05 1 6 1296 671 670
si2-m4Dr4-m1296.06 1 6 1296 552 479
si2-m4Dr4-m1296.04 1 6 1296 691 687
si2-m4Dr4-m1296.09 1 6 1296 271 272
si2-m4Dr4-m1296.01 1 6 1296 541 541
si2-m4Dr4-m1296.00 1 6 1296 497 496
si2-m4Dr4-m1296.02 1 6 1296 283 289
si6-m4Dr6-m1296.02 1 6 1296 1133 1137
si6-m4Dr6-m1296.08 1 6 1296 1075 1080
si6-m4Dr6-m1296.07 1 6 1296 1076 1081
si6-m4Dr6-m1296.06 1 6 1296 976 980
si6-m4Dr6-m1296.03 1 6 1296 1141 1138
si6-m4Dr6-m1296.04 1 6 1296 1135 1137
si6-m4Dr6-m1296.05 1 6 1296 2166 2170
si6-m4Dr6-m1296.00 1 6 1296 1685 1076
si6-m4Dr6-m1296.09 1 6 1296 994 969
si6-m4Dr6-m1296.01 1 6 1296 1746 1751
si4-m4Dr2-m256.00 1 6 256 44 38
si4-m4Dr2-m256.01 1 6 256 48 41
si4-m4Dr2-m256.05 1 6 256 80 81
si4-m4Dr2-m256.04 1 6 256 72 70
si4-m4Dr2-m256.08 1 6 256 67 57
si4-m4Dr2-m256.07 1 6 256 29 29
si4-m4Dr2-m256.06 1 6 256 55 52
si4-m4Dr2-m256.02 1 6 256 32 33
si4-m4Dr2-m256.09 1 6 256 115 117
si4-m4Dr2-m256.03 1 6 256 33 39
si4-b09m-m200.01 1 4 200 33 31
si4-b09m-m200.00 1 4 200 33 33
si4-b09m-m200.03 1 4 200 66 67
si4-b09m-m200.06 1 4 200 52 53
si4-b09m-m200.02 1 4 200 56 54
si4-b09m-m200.04 1 4 200 59 60
si4-b09m-m200.05 1 4 200 44 44
si4-b09m-m200.07 1 4 200 59 56
si4-b09m-m200.08 1 4 200 25 26
si4-b09m-m200.09 1 4 200 59 62
si4-m4Dr4-m625.07 1 6 625 142 140
si4-m4Dr4-m625.05 1 6 625 210 210
si4-m4Dr4-m625.01 1 6 625 212 219
si4-m4Dr4-m625.08 1 6 625 134 134
si4-m4Dr4-m625.09 1 6 625 232 229
si4-m4Dr4-m625.00 1 6 625 148 146
si4-m4Dr4-m625.04 1 6 625 227 224
si4-m4Dr4-m625.06 1 6 625 136 149
si4-m4Dr4-m625.03 1 6 625 124 124
si4-m4Dr4-m625.02 1 6 625 291 291
si4-m4Dr4-m1296.03 1 6 1296 975 954
si4-m4Dr4-m1296.01 1 6 1296 555 557
si4-m4Dr4-m1296.00 1 6 1296 948 959
si4-m4Dr4-m1296.07 1 6 1296 1047 1063
si4-m4Dr4-m1296.02 1 6 1296 815 817
si4-m4Dr4-m1296.04 1 6 1296 547 547
si4-m4Dr4-m1296.09 1 6 1296 1032 1083
si4-m4Dr4-m1296.06 1 6 1296 598 605
si4-m4Dr4-m1296.08 1 6 1296 1631 1638
si4-m4Dr4-m1296.05 1 6 1296 622 622
si2-r005-m400.05 1 7 400 4459 4506
si2-r005-m400.06 1 7 400 2428 2423
si2-r005-m400.08 1 7 400 2899 2883
si2-r005-m400.02 1 7 400 391193 388342
si2-r005-m400.03 1 7 400 6740 6386
si2-r005-m400.00 1 7 400 1675 1563
si2-r005-m400.07 1 7 400 13960 14194
si2-r005-m400.09 1 7 400 634 633
si2-r005-m400.04 1 7 400 8457 8604
si2-r005-m400.01 1 7 400 790 818
si2-b06m-m400.03 1 4 400 66 64
si2-b06m-m400.06 1 4 400 63 63
si2-b06m-m400.05 1 4 400 59 58
si2-b06m-m400.01 1 4 400 47 46
si2-b06m-m400.00 1 4 400 67 81
si2-b06m-m400.08 1 4 400 129 128
si2-b06m-m400.07 1 4 400 85 87
si2-b06m-m400.09 1 4 400 58 58
si2-b06m-m400.04 1 4 400 55 55
si2-b06m-m400.02 1 4 400 33 41
si6-r005-m600.02 1 7 600 10750 10798
si6-r005-m600.08 1 7 600 10705 11179
si6-r005-m600.03 1 7 600 25635 26101
si6-r005-m600.05 1 7 600 19388 20537
si6-r005-m600.07 1 7 600 18804 19645
si6-r005-m600.04 1 7 600 22235 22759
si6-r005-m600.06 1 7 600 37603 38033
si6-r005-m600.01 1 7 600 10747 10659
si6-r005-m600.09 1 7 600 25803 26072
si6-r005-m600.00 1 7 600 10730 10748
si6-r005-m200.02 1 7 200 228 224
si6-r005-m200.08 1 7 200 209 214
si6-r005-m200.09 1 7 200 201 207
si6-r005-m200.05 1 7 200 217 222
si6-r005-m200.03 1 7 200 205 207
si6-r005-m200.00 1 7 200 204 237
si6-r005-m200.04 1 7 200 209 215
si6-r005-m200.07 1 7 200 202 207
si6-r005-m200.01 1 7 200 311 202
si6-r005-m200.06 1 7 200 195 199
si2-m4Dr6-m625.06 1 6 625 98 68
si2-m4Dr6-m625.08 1 6 625 161 137
si2-m4Dr6-m625.07 1 6 625 80 79
si2-m4Dr6-m625.03 1 6 625 74 74
si2-m4Dr6-m625.04 1 6 625 71 71
si2-m4Dr6-m625.05 1 6 625 76 74
si2-m4Dr6-m625.09 1 6 625 168 154
si2-m4Dr6-m625.01 1 6 625 77 75
si2-m4Dr6-m625.02 1 6 625 81 80
si2-m4Dr6-m625.00 1 6 625 116 114
si6-b03-m800.02 1 3 800 221 232
si6-b03-m800.04 1 3 800 221 230
si6-b03-m800.03 1 3 800 221 226
si6-b03-m800.05 1 3 800 221 225
si6-b03-m800.06 1 3 800 221 227
si6-b03-m800.01 1 3 800 221 226
si6-b03-m800.00 1 3 800 321 327
si6-b03-m800.07 1 3 800 221 228
si6-b03-m800.09 1 3 800 222 231
si6-b03-m800.08 1 3 800 222 228
si4-m4D-m1296.09 1 5 1296 1063 1055
si4-m4D-m1296.06 1 5 1296 726 727
si4-m4D-m1296.05 1 5 1296 759 760
si4-m4D-m1296.00 1 5 1296 534 533
si4-m4D-m1296.03 1 5 1296 554 556
si4-m4D-m1296.04 1 5 1296 750 751
si4-m4D-m1296.08 1 5 1296 100000000 100000000
si4-m4D-m1296.02 1 5 1296 622 723
si4-m4D-m1296.01 1 5 1296 758 758
si4-m4D-m1296.07 1 5 1296 738 738
si6-b03m-m400.03 1 4 400 62 70
si6-b03m-m400.01 1 4 400 77 84
si6-b03m-m400.09 1 4 400 76 77
si6-b03m-m400.08 1 4 400 75 106
si6-b03m-m400.07 1 4 400 56 58
si6-b03m-m400.02 1 4 400 41 39
si6-b03m-m400.05 1 4 400 36 37
si6-b03m-m400.00 1 4 400 41 41
si6-b03m-m400.06 1 4 400 138 140
si6-b03m-m400.04 1 4 400 55 90
si4-m4D-m256.07 1 5 256 34 34
si4-m4D-m256.06 1 5 256 35 35
si4-m4D-m256.05 1 5 256 37 60
si4-m4D-m256.08 1 5 256 38 39
si4-m4D-m256.04 1 5 256 40 42
si4-m4D-m256.09 1 5 256 63 64
si4-m4D-m256.02 1 5 256 42 41
si4-m4D-m256.00 1 5 256 40 41
si4-m4D-m256.03 1 5 256 41 39
si4-m4D-m256.01 1 5 256 38 49
si6-b06m-m800.07 1 4 800 523 524
si6-b06m-m800.04 1 4 800 697 695
si6-b06m-m800.01 1 4 800 749 689
si6-b06m-m800.00 1 4 800 528 524
si6-b06m-m800.05 1 4 800 866 854
si6-b06m-m800.08 1 4 800 737 745
si6-b06m-m800.09 1 4 800 918 917
si6-b06m-m800.02 1 4 800 374 370
si6-b06m-m800.03 1 4 800 803 1070
si6-b06m-m800.06 1 4 800 574 595
si4-r001-m400.08 1 7 400 103 103
si4-r001-m400.06 1 7 400 102 103
si4-r001-m400.02 1 7 400 100 101
si4-r001-m400.00 1 7 400 119 121
si4-r001-m400.04 1 7 400 145 96
si4-r001-m400.03 1 7 400 129 106
si4-r001-m400.09 1 7 400 114 103
si4-r001-m400.05 1 7 400 180 178
si4-r001-m400.01 1 7 400 90 91
si4-r001-m400.07 1 7 400 100 107
si2-m4Dr6-m1296.00 1 6 1296 304 304
si2-m4Dr6-m1296.01 1 6 1296 520 531
si2-m4Dr6-m1296.09 1 6 1296 498 644
si2-m4Dr6-m1296.06 1 6 1296 247 327
si2-m4Dr6-m1296.03 1 6 1296 487 487
si2-m4Dr6-m1296.02 1 6 1296 304 303
si2-m4Dr6-m1296.05 1 6 1296 529 526
si2-m4Dr6-m1296.08 1 6 1296 857 793
si2-m4Dr6-m1296.04 1 6 1296 317 317
si2-m4Dr6-m1296.07 1 6 1296 293 292
si2-b03-m800.07 1 3 800 119 81
si2-b03-m800.08 1 3 800 82 81
si2-b03-m800.04 1 3 800 104 111
si2-b03-m800.05 1 3 800 79 81
si2-b03-m800.09 1 3 800 80 82
si2-b03-m800.00 1 3 800 80 89
si2-b03-m800.02 1 3 800 110 81
si2-b03-m800.03 1 3 800 79 81
si2-b03-m800.01 1 3 800 80 82
si2-b03-m800.06 1 3 800 80 82
si4-b03m-m200.05 1 4 200 13 13
si4-b03m-m200.02 1 4 200 12 13
si4-b03m-m200.04 1 4 200 6 7
si4-b03m-m200.07 1 4 200 7 7
si4-b03m-m200.00 1 4 200 29 29
si4-b03m-m200.06 1 4 200 9 9
si4-b03m-m200.03 1 4 200 14 14
si4-b03m-m200.09 1 4 200 20 24
si4-b03m-m200.08 1 4 200 24 25
si4-b03m-m200.01 1 4 200 23 18
si2-b06m-m200.04 1 4 200 19 17
si2-b06m-m200.03 1 4 200 17 16
si2-b06m-m200.08 1 4 200 9 10
si2-b06m-m200.06 1 4 200 44 49
si2-b06m-m200.05 1 4 200 7 7
si2-b06m-m200.02 1 4 200 16 16
si2-b06m-m200.00 1 4 200 20 14
si2-b06m-m200.01 1 4 200 13 9
si2-b06m-m200.09 1 4 200 19 18
si2-b06m-m200.07 1 4 200 13 14
si6-m4Dr4-m625.05 1 6 625 332 331
si6-m4Dr4-m625.09 1 6 625 335 314
si6-m4Dr4-m625.04 1 6 625 305 310
si6-m4Dr4-m625.00 1 6 625 251 250
si6-m4Dr4-m625.08 1 6 625 365 362
si6-m4Dr4-m625.06 1 6 625 459 423
si6-m4Dr4-m625.01 1 6 625 400 399
si6-m4Dr4-m625.03 1 6 625 433 431
si6-m4Dr4-m625.07 1 6 625 235 247
si6-m4Dr4-m625.02 1 6 625 318 316
si4-b03-m200.06 1 3 200 12 10
si4-b03-m200.02 1 3 200 11 10
si4-b03-m200.07 1 3 200 11 9
si4-b03-m200.04 1 3 200 12 12
si4-b03-m200.03 1 3 200 9 13
si4-b03-m200.05 1 3 200 15 9
si4-b03-m200.09 1 3 200 13 14
si4-b03-m200.01 1 3 200 15 15
si4-b03-m200.00 1 3 200 15 15
si4-b03-m200.08 1 3 200 15 9
si2-b03-m400.03 1 3 400 20 20
si2-b03-m400.06 1 3 400 20 20
si2-b03-m400.07 1 3 400 20 20
si2-b03-m400.01 1 3 400 20 20
si2-b03-m400.05 1 3 400 36 34
si2-b03-m400.09 1 3 400 20 21
si2-b03-m400.02 1 3 400 21 21
si2-b03-m400.00 1 3 400 21 20
si2-b03-m400.08 1 3 400 21 22
si2-b03-m400.04 1 3 400 28 20
si4-b09-m200.02 1 3 200 50 50
si4-b09-m200.01 1 3 200 48 50
si4-b09-m200.00 1 3 200 50 50
si4-b09-m200.09 1 3 200 70 50
si4-b09-m200.08 1 3 200 72 60
si4-b09-m200.04 1 3 200 49 50
si4-b09-m200.06 1 3 200 49 64
si4-b09-m200.05 1 3 200 53 62
si4-b09-m200.07 1 3 200 49 50
si4-b09-m200.03 1 3 200 50 50
si4-m4Dr4-m256.05 1 6 256 52 40
si4-m4Dr4-m256.09 1 6 256 45 47
si4-m4Dr4-m256.01 1 6 256 20 21
si4-m4Dr4-m256.03 1 6 256 25 25
si4-m4Dr4-m256.06 1 6 256 44 63
si4-m4Dr4-m256.07 1 6 256 41 42
si4-m4Dr4-m256.00 1 6 256 27 28
si4-m4Dr4-m256.02 1 6 256 25 24
si4-m4Dr4-m256.08 1 6 256 53 59
si4-m4Dr4-m256.04 1 6 256 27 25
si2-m4D-m625.01 1 5 625 117 122
si2-m4D-m625.00 1 5 625 156 118
si2-m4D-m625.08 1 5 625 102 96
si2-m4D-m625.04 1 5 625 111 111
si2-m4D-m625.09 1 5 625 375 392
si2-m4D-m625.02 1 5 625 176 174
si2-m4D-m625.05 1 5 625 229 237
si2-m4D-m625.06 1 5 625 188 192
si2-m4D-m625.07 1 5 625 103 103
si2-m4D-m625.03 1 5 625 130 134
si4-b09-m800.03 1 3 800 834 796
si4-b09-m800.02 1 3 800 844 806
si4-b09-m800.09 1 3 800 799 798
si4-b09-m800.06 1 3 800 797 951
si4-b09-m800.04 1 3 800 1245 796
si4-b09-m800.05 1 3 800 799 802
si4-b09-m800.00 1 3 800 811 795
si4-b09-m800.01 1 3 800 796 810
si4-b09-m800.07 1 3 800 797 796
si4-b09-m800.08 1 3 800 801 836
si2-m4Dr4-m256.05 1 6 256 38 39
si2-m4Dr4-m256.02 1 6 256 24 24
si2-m4Dr4-m256.00 1 6 256 22 22
si2-m4Dr4-m256.07 1 6 256 27 27
si2-m4Dr4-m256.03 1 6 256 14 14
si2-m4Dr4-m256.06 1 6 256 32 33
si2-m4Dr4-m256.04 1 6 256 14 14
si2-m4Dr4-m256.09 1 6 256 12 14
si2-m4Dr4-m256.01 1 6 256 38 39
si2-m4Dr4-m256.08 1 6 256 28 45
si6-m4Dr2-m256.04 1 6 256 72 73
si6-m4Dr2-m256.08 1 6 256 65 49
si6-m4Dr2-m256.00 1 6 256 49 50
si6-m4Dr2-m256.07 1 6 256 91 93
si6-m4Dr2-m256.01 1 6 256 56 56
si6-m4Dr2-m256.09 1 6 256 80 83
si6-m4Dr2-m256.03 1 6 256 49 50
si6-m4Dr2-m256.05 1 6 256 30 31
si6-m4Dr2-m256.02 1 6 256 49 33
si6-m4Dr2-m256.06 1 6 256 29 29
si6-b06-m800.00 1 3 800 627 624
si6-b06-m800.05 1 3 800 625 626
si6-b06-m800.02 1 3 800 625 624
si6-b06-m800.07 1 3 800 629 626
si6-b06-m800.08 1 3 800 626 625
si6-b06-m800.09 1 3 800 632 638
si6-b06-m800.06 1 3 800 980 625
si6-b06-m800.01 1 3 800 670 667
si6-b06-m800.04 1 3 800 627 639
si6-b06-m800.03 1 3 800 627 637
si4-b09m-m800.06 1 4 800 507 501
si4-b09m-m800.01 1 4 800 384 389
si4-b09m-m800.02 1 4 800 1141 1137
si4-b09m-m800.08 1 4 800 346 346
si4-b09m-m800.04 1 4 800 392 364
si4-b09m-m800.03 1 4 800 281 278
si4-b09m-m800.09 1 4 800 482 480
si4-b09m-m800.05 1 4 800 398 396
si4-b09m-m800.00 1 4 800 932 834
si4-b09m-m800.07 1 4 800 546 560
si2-b06-m800.04 1 3 800 219 217
si2-b06-m800.07 1 3 800 218 218
si2-b06-m800.02 1 3 800 342 321
si2-b06-m800.00 1 3 800 229 241
si2-b06-m800.03 1 3 800 232 223
si2-b06-m800.05 1 3 800 217 293
si2-b06-m800.09 1 3 800 217 217
si2-b06-m800.01 1 3 800 218 227
si2-b06-m800.08 1 3 800 218 219
si2-b06-m800.06 1 3 800 217 217
si6-m4D-m256.03 1 5 256 65 77
si6-m4D-m256.08 1 5 256 61 64
si6-m4D-m256.07 1 5 256 54 55
si6-m4D-m256.00 1 5 256 51 52
si6-m4D-m256.01 1 5 256 74 88
si6-m4D-m256.05 1 5 256 67 58
si6-m4D-m256.09 1 5 256 34 35
si6-m4D-m256.04 1 5 256 53 66
si6-m4D-m256.02 1 5 256 53 56
si6-m4D-m256.06 1 5 256 56 56
si2-b06m-m800.07 1 4 800 249 248
si2-b06m-m800.02 1 4 800 198 194
si2-b06m-m800.03 1 4 800 203 205
si2-b06m-m800.01 1 4 800 116 119
si2-b06m-m800.08 1 4 800 242 240
si2-b06m-m800.04 1 4 800 206 203
si2-b06m-m800.06 1 4 800 201 192
si2-b06m-m800.09 1 4 800 262 267
si2-b06m-m800.05 1 4 800 151 150
si2-b06m-m800.00 1 4 800 193 191
si4-b06m-m200.00 1 4 200 29 28
si4-b06m-m200.08 1 4 200 20 22
si4-b06m-m200.05 1 4 200 13 14
si4-b06m-m200.09 1 4 200 17 18
si4-b06m-m200.01 1 4 200 23 24
si4-b06m-m200.07 1 4 200 29 25
si4-b06m-m200.02 1 4 200 109 76
si4-b06m-m200.04 1 4 200 43 29
si4-b06m-m200.06 1 4 200 14 14
si4-b06m-m200.03 1 4 200 18 28
si6-r001-m400.09 1 7 400 198 199
si6-r001-m400.05 1 7 400 198 199
si6-r001-m400.00 1 7 400 209 214
si6-r001-m400.04 1 7 400 196 199
si6-r001-m400.07 1 7 400 200 200
si6-r001-m400.06 1 7 400 198 198
si6-r001-m400.02 1 7 400 196 196
si6-r001-m400.03 1 7 400 198 203
si6-r001-m400.08 1 7 400 190 191
si6-r001-m400.01 1 7 400 221 215
si6-m4D-m625.00 1 5 625 264 259
si6-m4D-m625.07 1 5 625 245 236
si6-m4D-m625.05 1 5 625 196 186
si6-m4D-m625.08 1 5 625 271 262
si6-m4D-m625.02 1 5 625 263 264
si6-m4D-m625.03 1 5 625 3376 3436
si6-m4D-m625.04 1 5 625 261 259
si6-m4D-m625.09 1 5 625 214 215
si6-m4D-m625.01 1 5 625 261 280
si6-m4D-m625.06 1 5 625 177 177
si6-b09m-m800.02 1 4 800 754 752
si6-b09m-m800.09 1 4 800 510 510
si6-b09m-m800.04 1 4 800 602 609
si6-b09m-m800.07 1 4 800 1449 1449
si6-b09m-m800.00 1 4 800 438 437
si6-b09m-m800.05 1 4 800 904 901
si6-b09m-m800.03 1 4 800 565 589
si6-b09m-m800.01 1 4 800 632 636
si6-b09m-m800.06 1 4 800 961 959
si6-b09m-m800.08 1 4 800 915 921
si4-m4Dr6-m1296.01 1 6 1296 624 630
si4-m4Dr6-m1296.07 1 6 1296 1279 1276
si4-m4Dr6-m1296.06 1 6 1296 603 640
si4-m4Dr6-m1296.02 1 6 1296 1071 1076
si4-m4Dr6-m1296.08 1 6 1296 1054 1050
si4-m4Dr6-m1296.03 1 6 1296 631 636
si4-m4Dr6-m1296.00 1 6 1296 1438 1402
si4-m4Dr6-m1296.09 1 6 1296 664 664
si4-m4Dr6-m1296.05 1 6 1296 602 614
si4-m4Dr6-m1296.04 1 6 1296 1085 1094
si2-b06-m400.09 1 3 400 57 56
si2-b06-m400.02 1 3 400 56 58
si2-b06-m400.00 1 3 400 56 88
si2-b06-m400.03 1 3 400 60 64
si2-b06-m400.07 1 3 400 57 62
si2-b06-m400.04 1 3 400 68 59
si2-b06-m400.05 1 3 400 57 59
si2-b06-m400.01 1 3 400 56 94
si2-b06-m400.08 1 3 400 56 58
si2-b06-m400.06 1 3 400 57 56
si4-r01-m200.01 1 7 200 536 536
si4-r01-m200.08 1 7 200 11512 11681
si4-r01-m200.03 1 7 200 1088 1100
si4-r01-m200.04 1 7 200 981 991
si4-r01-m200.07 1 7 200 1340 1086
si4-r01-m200.02 1 7 200 2017 2070
si4-r01-m200.05 1 7 200 752 869
si4-r01-m200.06 1 7 200 518 535
si4-r01-m200.00 1 7 200 3845 3872
si4-r01-m200.09 1 7 200 1175 1184
si2-r001-m400.06 1 7 400 129 89
si2-r001-m400.08 1 7 400 49 56
si2-r001-m400.09 1 7 400 23910 8681
si2-r001-m400.01 1 7 400 50 51
si2-r001-m400.03 1 7 400 61 61
si2-r001-m400.04 1 7 400 7935 6067
si2-r001-m400.05 1 7 400 146 121
si2-r001-m400.02 1 7 400 48 47
si2-r001-m400.00 1 7 400 57 58
si2-r001-m400.07 1 7 400 72 61
si4-b03m-m800.03 1 4 800 176 163
si4-b03m-m800.05 1 4 800 108 108
si4-b03m-m800.06 1 4 800 291 287
si4-b03m-m800.01 1 4 800 248 246
si4-b03m-m800.08 1 4 800 246 152
si4-b03m-m800.09 1 4 800 137 138
si4-b03m-m800.00 1 4 800 165 163
si4-b03m-m800.02 1 4 800 112 116
si4-b03m-m800.07 1 4 800 154 153
si4-b03m-m800.04 1 4 800 148 197
si2-r01-m200.03 1 7 200 132539 135683
si2-r01-m200.00 1 7 200 1698 1728
si2-r01-m200.05 1 7 200 944 959
si2-r01-m200.01 1 7 200 5110 5039
si2-r01-m200.08 1 7 200 119 119
si2-r01-m200.06 1 7 200 26340 26817
si2-r01-m200.09 1 7 200 20792 21016
si2-r01-m200.02 1 7 200 1500 1559
si2-r01-m200.07 1 7 200 3500 3596
si2-r01-m200.04 1 7 200 416 420
si2-r01-m400.04 1 7 400 21975 22311
si2-r01-m400.00 1 7 400 53407 54575
si2-r01-m400.07 1 7 400 697437 713271
si2-r01-m400.09 1 7 400 118474 121123
si2-r01-m400.01 1 7 400 56949 57864
si2-r01-m400.03 1 7 400 4301 4294
si2-r01-m400.02 1 7 400 72216 73474
si2-r01-m400.05 1 7 400 178513 179522
si2-r01-m400.06 1 7 400 54081 55072
si2-r01-m400.08 1 7 400 17897 18197
si4-m4D-m625.09 1 5 625 181 178
si4-m4D-m625.03 1 5 625 208 205
si4-m4D-m625.07 1 5 625 208 135
si4-m4D-m625.02 1 5 625 382 376
si4-m4D-m625.00 1 5 625 190 189
si4-m4D-m625.01 1 5 625 181 182
si4-m4D-m625.04 1 5 625 157 155
si4-m4D-m625.06 1 5 625 183 182
si4-m4D-m625.08 1 5 625 124 129
si4-m4D-m625.05 1 5 625 286 288
si6-m4Dr6-m256.05 1 6 256 39 40
si6-m4Dr6-m256.04 1 6 256 78 80
si6-m4Dr6-m256.03 1 6 256 37 37
si6-m4Dr6-m256.02 1 6 256 49 57
si6-m4Dr6-m256.08 1 6 256 41 40
si6-m4Dr6-m256.00 1 6 256 78 80
si6-m4Dr6-m256.09 1 6 256 59 60
si6-m4Dr6-m256.07 1 6 256 73 72
si6-m4Dr6-m256.06 1 6 256 75 57
si6-m4Dr6-m256.01 1 6 256 101 102
si6-b09-m400.07 1 3 400 303 304
si6-b09-m400.03 1 3 400 303 304
si6-b09-m400.04 1 3 400 304 305
si6-b09-m400.06 1 3 400 304 348
si6-b09-m400.05 1 3 400 320 313
si6-b09-m400.09 1 3 400 324 305
si6-b09-m400.02 1 3 400 375 305
si6-b09-m400.01 1 3 400 305 306
si6-b09-m400.08 1 3 400 304 304
si6-b09-m400.00 1 3 400 460 473
si6-b06-m400.03 1 3 400 160 161
si6-b06-m400.08 1 3 400 159 160
si6-b06-m400.07 1 3 400 159 179
si6-b06-m400.04 1 3 400 159 160
si6-b06-m400.05 1 3 400 173 172
si6-b06-m400.06 1 3 400 166 216
si6-b06-m400.02 1 3 400 159 160
si6-b06-m400.01 1 3 400 159 176
si6-b06-m400.00 1 3 400 159 160
si6-b06-m400.09 1 3 400 160 161
si6-b03m-m200.04 1 4 200 50 50
si6-b03m-m200.07 1 4 200 10 10
si6-b03m-m200.08 1 4 200 10 12
si6-b03m-m200.02 1 4 200 13 14
si6-b03m-m200.03 1 4 200 14 23
si6-b03m-m200.06 1 4 200 13 14
si6-b03m-m200.01 1 4 200 16 16
si6-b03m-m200.09 1 4 200 19 17
si6-b03m-m200.00 1 4 200 12 13
si6-b03m-m200.05 1 4 200 16 15
si4-b06-m800.04 1 3 800 451 417
si4-b06-m800.00 1 3 800 461 421
si4-b06-m800.08 1 3 800 419 418
si4-b06-m800.05 1 3 800 418 417
si4-b06-m800.03 1 3 800 418 417
si4-b06-m800.06 1 3 800 448 417
si4-b06-m800.07 1 3 800 437 560
si4-b06-m800.01 1 3 800 419 419
si4-b06-m800.02 1 3 800 420 422
si4-b06-m800.09 1 3 800 420 419
si6-b09m-m200.07 1 4 200 59 60
si6-b09m-m200.06 1 4 200 51 58
si6-b09m-m200.01 1 4 200 111 109
si6-b09m-m200.08 1 4 200 46 47
si6-b09m-m200.00 1 4 200 86 98
si6-b09m-m200.09 1 4 200 81 86
si6-b09m-m200.02 1 4 200 155 135
si6-b09m-m200.05 1 4 200 112 105
si6-b09m-m200.03 1 4 200 39 41
si6-b09m-m200.04 1 4 200 72 69
si4-b09m-m400.07 1 4 400 192 192
si4-b09m-m400.06 1 4 400 200 201
si4-b09m-m400.00 1 4 400 151 100
si4-b09m-m400.08 1 4 400 110 110
si4-b09m-m400.04 1 4 400 115 116
si4-b09m-m400.09 1 4 400 97 98
si4-b09m-m400.02 1 4 400 164 165
si4-b09m-m400.03 1 4 400 126 119
si4-b09m-m400.01 1 4 400 100 98
si4-b09m-m400.05 1 4 400 163 163
si6-m4Dr4-m1296.03 1 6 1296 1535 1593
si6-m4Dr4-m1296.06 1 6 1296 1653 1660
si6-m4Dr4-m1296.04 1 6 1296 1383 1402
si6-m4Dr4-m1296.01 1 6 1296 824 900
si6-m4Dr4-m1296.09 1 6 1296 1373 1404
si6-m4Dr4-m1296.02 1 6 1296 1050 1044
si6-m4Dr4-m1296.08 1 6 1296 879 881
si6-m4Dr4-m1296.05 1 6 1296 969 1059
si6-m4Dr4-m1296.07 1 6 1296 1782 2051
si6-m4Dr4-m1296.00 1 6 1296 776 779
si6-b06-m200.09 1 3 200 42 45
si6-b06-m200.03 1 3 200 42 48
si6-b06-m200.05 1 3 200 41 40
si6-b06-m200.00 1 3 200 39 45
si6-b06-m200.08 1 3 200 39 41
si6-b06-m200.02 1 3 200 41 40
si6-b06-m200.06 1 3 200 43 43
si6-b06-m200.04 1 3 200 39 40
si6-b06-m200.01 1 3 200 41 42
si6-b06-m200.07 1 3 200 39 57
si4-m4Dr6-m625.02 1 6 625 227 224
si4-m4Dr6-m625.06 1 6 625 313 325
si4-m4Dr6-m625.03 1 6 625 151 150
si4-m4Dr6-m625.07 1 6 625 177 174
si4-m4Dr6-m625.08 1 6 625 131 129
si4-m4Dr6-m625.09 1 6 625 149 149
si4-m4Dr6-m625.00 1 6 625 143 142
si4-m4Dr6-m625.01 1 6 625 142 140
si4-m4Dr6-m625.05 1 6 625 141 140
si4-m4Dr6-m625.04 1 6 625 259 246
si6-b06m-m200.09 1 4 200 56 37
si6-b06m-m200.02 1 4 200 17 17
si6-b06m-m200.05 1 4 200 44 29
si6-b06m-m200.00 1 4 200 30 30
si6-b06m-m200.07 1 4 200 77 79
si6-b06m-m200.04 1 4 200 29 29
si6-b06m-m200.08 1 4 200 31 29
si6-b06m-m200.06 1 4 200 15 16
si6-b06m-m200.03 1 4 200 52 51
si6-b06m-m200.01 1 4 200 55 56
si6-m4Dr4-m256.05 1 6 256 126 132
si6-m4Dr4-m256.03 1 6 256 135 131
si6-m4Dr4-m256.02 1 6 256 65 71
si6-m4Dr4-m256.01 1 6 256 58 59
si6-m4Dr4-m256.08 1 6 256 39 40
si6-m4Dr4-m256.09 1 6 256 58 37
si6-m4Dr4-m256.07 1 6 256 66 68
si6-m4Dr4-m256.06 1 6 256 65 66
si6-m4Dr4-m256.04 1 6 256 84 103
si6-m4Dr4-m256.00 1 6 256 66 69
si4-r001-m600.01 1 7 600 476 473
si4-r001-m600.08 1 7 600 497 540
si4-r001-m600.02 1 7 600 533 546
si4-r001-m600.07 1 7 600 464 472
si4-r001-m600.05 1 7 600 487 491
si4-r001-m600.06 1 7 600 519 792
si4-r001-m600.00 1 7 600 503 504
si4-r001-m600.04 1 7 600 441 591
si4-r001-m600.09 1 7 600 476 474
si4-r001-m600.03 1 7 600 466 464
si2-b09m-m200.08 1 4 200 55 53
si2-b09m-m200.06 1 4 200 21 21
si2-b09m-m200.03 1 4 200 42 29
si2-b09m-m200.09 1 4 200 14 14
si2-b09m-m200.04 1 4 200 46 33
si2-b09m-m200.00 1 4 200 50 51
si2-b09m-m200.01 1 4 200 21 21
si2-b09m-m200.05 1 4 200 15 15
si2-b09m-m200.07 1 4 200 25 25
si2-b09m-m200.02 1 4 200 25 25
si6-b03-m200.01 1 3 200 15 19
si6-b03-m200.03 1 3 200 15 15
si6-b03-m200.04 1 3 200 23 23
